id,category_id,is_deleted,created_at,updated_at,deleted_at
8vb4s984ffi19oasx4cgsn1h,v0ztv9x3af97gbeaqk5alcnu,0,2019-01-22 10:49:47,2019-01-22 10:49:47,
9ixkzxnvnn096il766hgvah7,v0ztv9x3af97gbeaqk5alcnu,0,2019-01-22 11:54:02,2019-01-22 11:54:02,
x2fvdpbks7dy3h2wa06dq8de,nfvpfsskoq6j24h2yni5ycec,0,2019-01-23 07:12:16,2019-01-23 07:12:16,
foxgzdmllif6j4kc3tfum1zk,sk130d039nnhpji7zcyodv79,0,2019-01-24 11:44:35,2019-01-24 11:44:35,
f49967086xoz3gx2oyeg7i8p,sk130d039nnhpji7zcyodv79,0,2019-01-25 13:14:08,2019-01-25 13:14:08,
fqiuwp1kzs4hv6s5076axoqy,v0ztv9x3af97gbeaqk5alcnu,0,2019-01-28 14:15:13,2019-01-28 14:15:13,
j7dj4aq4xvpzae1o2f9b97pi,3s1rh4dgricnul21gc982fab,0,2019-01-28 17:16:22,2019-01-28 17:16:22,
sfz2e1uo3okcm5e2oqi9k20b,3s1rh4dgricnul21gc982fab,0,2019-01-29 12:37:01,2019-01-29 12:37:01,
xjzoz86k4caqyjq1cyinwamq,3s1rh4dgricnul21gc982fab,0,2019-01-31 08:33:20,2019-01-31 08:33:20,
pxgsptniisusip4j26qgjuh6,v0ztv9x3af97gbeaqk5alcnu,0,2019-01-31 12:05:09,2019-01-31 12:05:09,
lx48zyvj0844x7rqsptiuyzx,3s1rh4dgricnul21gc982fab,0,2019-02-02 06:56:06,2019-02-02 06:56:06,
2h7us3uympr6cje9k5te3bja,v0ztv9x3af97gbeaqk5alcnu,0,2019-02-02 07:27:37,2019-02-02 07:27:37,
iy1ohyj18zoqxkuvn8mx6bqd,u3c52mjdeyk8jojul909p8xi,0,2019-02-02 15:03:44,2019-02-02 15:03:44,
zqcxyo8js4m90rixbu0a2u5j,sk130d039nnhpji7zcyodv79,0,2019-02-07 03:36:04,2019-02-07 03:36:04,
oeniad6yenbuttilgyn7fl8n,v0ztv9x3af97gbeaqk5alcnu,0,2019-02-07 13:01:04,2019-02-07 13:01:04,
kp1lrlkktwqz4jz3t4wlokdp,v0ztv9x3af97gbeaqk5alcnu,0,2019-02-09 09:16:24,2019-02-09 09:16:24,
ar3czjwrvt80mxc85d7ahwmx,3s1rh4dgricnul21gc982fab,0,2019-02-11 11:14:43,2019-02-11 11:14:43,
ob2y24fblh47crcs6bekg8lg,v0ztv9x3af97gbeaqk5alcnu,0,2019-02-12 09:36:44,2019-02-12 09:36:44,
qhiczjemcntyezeflr0s33iv,3s1rh4dgricnul21gc982fab,0,2019-02-14 03:00:21,2019-02-14 03:00:21,
hi2d2p9dip0h1ioccvaj3qw3,gbb30n80777smjgr7k7gk9pg,0,2019-02-14 13:29:05,2019-02-14 13:29:05,
9cc1ovwepfqnxnc51m505e4j,v0ztv9x3af97gbeaqk5alcnu,0,2019-02-14 14:21:34,2019-02-14 14:21:34,
l7t41tgvytg7y3n7pylaw2kk,v0ztv9x3af97gbeaqk5alcnu,0,2019-02-18 06:14:41,2019-02-18 06:14:41,
7aa81ziew76h8acmg7w9wuzz,7qlthep14ka7isaeo25g31l2,0,2019-02-20 08:43:59,2019-02-20 08:43:59,
tsnxlmv4acy3j5ky225sof49,nfvpfsskoq6j24h2yni5ycec,0,2019-02-21 06:22:50,2019-02-21 06:22:50,
zbn5ejz0vqdspqcyamlkr4ue,go50h7s5mz70dn8fbeb39nif,0,2019-02-25 17:38:00,2019-02-25 17:38:00,
nobydyqws2su0xqdgj2ydbji,v0ztv9x3af97gbeaqk5alcnu,0,2019-02-26 10:47:42,2019-02-26 10:47:42,
08pjkilcstm9r99e8qym0s8d,sk130d039nnhpji7zcyodv79,0,2019-02-26 15:30:58,2019-02-26 15:30:58,
3eumvdg84rqj16dcpvwut1i4,v0ztv9x3af97gbeaqk5alcnu,0,2019-02-26 19:57:22,2019-02-26 19:57:22,
g7sm7qhyf7g89q14p8zh6y7p,sk130d039nnhpji7zcyodv79,0,2019-02-27 01:12:22,2019-02-27 01:12:22,
8j6u1cup0rpct0yed9dtahox,go50h7s5mz70dn8fbeb39nif,0,2019-02-27 05:29:31,2019-02-27 05:29:31,
vu7j726ks4qo5248c9gihwdl,v0ztv9x3af97gbeaqk5alcnu,0,2019-02-28 10:58:00,2019-02-28 10:58:00,
5urobtqxpjhxpgbwwdvs84yf,go50h7s5mz70dn8fbeb39nif,0,2019-03-01 12:58:05,2019-03-01 12:58:05,
txofn691s1gjpbv0lh5ckaxt,3s1rh4dgricnul21gc982fab,0,2019-03-02 00:31:50,2019-03-02 00:31:50,
ih32xvla0fv444ef99zc8ndu,3s1rh4dgricnul21gc982fab,0,2019-03-04 09:34:22,2019-03-04 09:34:22,
pgutqi4lpv7ppstqmp7qzs2q,3s1rh4dgricnul21gc982fab,0,2019-03-04 14:04:39,2019-03-04 14:04:39,
evis7o06na496ga2t07fw5lc,jw8qra1xook16b3trf4lprtm,0,2019-03-04 20:02:39,2019-03-04 20:02:39,
59wna61ajsxj87bqw5qvoc4o,3s1rh4dgricnul21gc982fab,0,2019-03-04 20:55:44,2019-03-04 20:55:44,
0eydvh96k944ptatwotk9onk,v0ztv9x3af97gbeaqk5alcnu,0,2019-03-05 14:31:07,2019-03-05 14:31:07,
w2tzj7jscx3wy3pc6y2fs7rm,3s1rh4dgricnul21gc982fab,0,2019-03-06 10:46:36,2019-03-06 10:46:36,
6gqtxslsoz9fv8jqgsgh9705,7qlthep14ka7isaeo25g31l2,0,2019-03-07 05:15:56,2019-03-07 05:15:56,
q0ep316lkxl5psciftd26nqd,go50h7s5mz70dn8fbeb39nif,0,2019-03-08 18:08:32,2019-03-08 18:08:32,
8n7krt5grpi1m7nj2lr1onrr,3s1rh4dgricnul21gc982fab,0,2019-03-11 10:44:16,2019-03-11 10:44:16,
z9b9sk5yi0ov2lh5c0xd2lmn,sk130d039nnhpji7zcyodv79,0,2019-03-11 18:26:44,2019-03-11 18:26:44,
ysw5maxmhmm7l18tl4w2zzn8,sk130d039nnhpji7zcyodv79,0,2019-03-12 14:08:00,2019-03-12 14:08:00,
4r3f8xphj9u8dwrgfj3j5ldx,gbb30n80777smjgr7k7gk9pg,0,2019-03-17 12:51:31,2019-03-17 12:51:31,
amnuup2q3u85bgjeswb6o3l6,sk130d039nnhpji7zcyodv79,0,2019-03-17 21:00:36,2019-03-17 21:00:36,
ymqdr2gede53ggeqhr8zqba0,sk130d039nnhpji7zcyodv79,0,2019-03-19 01:02:00,2019-03-19 01:02:00,
ds3j3y752jin3fl7l190uqtv,3s1rh4dgricnul21gc982fab,0,2019-03-19 06:00:10,2019-03-19 06:00:10,
f26oxl8ehimnv8ktj0ssdli6,go50h7s5mz70dn8fbeb39nif,0,2019-03-19 07:37:31,2019-03-19 07:37:31,
dse84cesat4eb3mnxjmzvpx0,sk130d039nnhpji7zcyodv79,0,2019-03-19 10:09:49,2019-03-19 10:09:49,
b6lgdwg8qaw64l8csdzu2zvv,3s1rh4dgricnul21gc982fab,0,2019-03-19 11:33:32,2019-03-19 11:33:32,
s7pxwiupxixkfd0akpronfj0,sk130d039nnhpji7zcyodv79,0,2019-03-19 11:50:16,2019-03-19 11:50:16,
kllcszd8v0qiwc2v8fr6k6t7,v0ztv9x3af97gbeaqk5alcnu,0,2019-03-19 11:58:35,2019-03-19 11:58:35,
uwbs1lx7lf5wg1o4o5cxp8mx,aw5mat1umas69zo65jxgqjvm,0,2019-03-19 13:43:55,2019-03-19 13:43:55,
9fav3tlsyhkofmz11ayfdjdm,jw8qra1xook16b3trf4lprtm,0,2019-03-19 18:24:20,2019-03-19 18:24:20,
fg6717r13c30ncddr3wu6vv0,3s1rh4dgricnul21gc982fab,0,2019-03-19 19:44:34,2019-03-19 19:44:34,
svo3axw7j71qng7lb38y4hvp,3s1rh4dgricnul21gc982fab,0,2019-03-19 20:36:36,2019-03-19 20:36:36,
pe3jci3rg7i7leuhbfkoaymf,go50h7s5mz70dn8fbeb39nif,0,2019-03-19 23:52:05,2019-03-19 23:52:05,
4lr3xxpmf38dk05cktnrn6in,v0ztv9x3af97gbeaqk5alcnu,0,2019-03-20 01:07:50,2019-03-20 01:07:50,
y0ph6tm3byogv4b5706rhlqx,jw8qra1xook16b3trf4lprtm,0,2019-03-20 02:36:57,2019-03-20 02:36:57,
56ftqkk0eljpj6leo1eqebe3,3s1rh4dgricnul21gc982fab,0,2019-03-20 07:43:02,2019-03-20 07:43:02,
rtc6xp9sbwclog91qy4nv3ly,3s1rh4dgricnul21gc982fab,0,2019-03-20 07:56:04,2019-03-20 07:56:04,
t8l4ou85p3iq08kfryqrd3o0,sk130d039nnhpji7zcyodv79,0,2019-03-20 08:09:12,2019-03-20 08:09:12,
zj6d8uisd16ckc0sh407r6yl,aw5mat1umas69zo65jxgqjvm,0,2019-03-20 08:56:14,2019-03-20 08:56:14,
f3t3fd7r3d5ft7n7kzqx9qgf,sk130d039nnhpji7zcyodv79,0,2019-03-20 15:50:44,2019-03-20 15:50:44,
kkg6plilvx89n81ezif35dcq,sk130d039nnhpji7zcyodv79,0,2019-03-20 21:00:28,2019-03-20 21:00:28,
i5j7se4dhxiteuyq35xs1ya5,7qlthep14ka7isaeo25g31l2,0,2019-03-20 21:41:23,2019-03-20 21:41:23,
80kyfi8rnjnerxm5lo1moagu,sk130d039nnhpji7zcyodv79,0,2019-03-21 03:48:13,2019-03-21 03:48:13,
7qgc426kbt5gqy1k2cr5dhrc,gbb30n80777smjgr7k7gk9pg,0,2019-03-21 08:49:53,2019-03-21 08:49:53,
ft7w9m07ws68pp50rgn1wxjo,3s1rh4dgricnul21gc982fab,0,2019-03-21 09:39:01,2019-03-21 09:39:01,
a48o0sr7mn4cj0tvdcw54f72,sk130d039nnhpji7zcyodv79,0,2019-03-21 12:08:56,2019-03-21 12:08:56,
t0va7r08yuxtgo1ucnoinr9q,nfvpfsskoq6j24h2yni5ycec,0,2019-03-21 14:09:31,2019-03-21 14:09:31,
ua779f31nk7re168wjqtkqne,gbb30n80777smjgr7k7gk9pg,0,2019-03-21 15:56:37,2019-03-21 15:56:37,
0qx0058py4w26xhx69ixlsvx,3s1rh4dgricnul21gc982fab,0,2019-03-21 18:08:34,2019-03-21 18:08:34,
1oeo9vsc9cup1a6qsprocm55,sk130d039nnhpji7zcyodv79,0,2019-03-21 18:49:55,2019-03-21 18:49:55,
zwm314nxt3i33qh2qp79b8hn,aw5mat1umas69zo65jxgqjvm,0,2019-03-21 20:17:27,2019-03-21 20:17:27,
600kls4etml5a90xhu596ka8,sk130d039nnhpji7zcyodv79,0,2019-03-21 21:17:37,2019-03-21 21:17:37,
ox7a7y907xnadbpekb7filxj,aw5mat1umas69zo65jxgqjvm,0,2019-03-21 21:50:41,2019-03-21 21:50:41,
ikd45121vvv1blkllyywvn29,3s1rh4dgricnul21gc982fab,0,2019-03-21 22:09:52,2019-03-21 22:09:52,
3fwv8j3fotq8mrl9rchmyec2,jw8qra1xook16b3trf4lprtm,0,2019-03-22 09:28:54,2019-03-22 09:28:54,
qevhj20ao7d0cd6yz0n4axfm,by4d45n02aengveya3e92j5d,0,2019-03-22 09:39:34,2019-03-22 09:39:34,
2b7q6v4dzw392z6ir5omihiy,wx810hbd2bcxxkjr23ct2ghk,0,2019-03-22 13:04:11,2019-03-22 13:04:11,
ic8mo14lztgtbh6zv8qb7gwd,gbb30n80777smjgr7k7gk9pg,0,2019-03-22 15:48:02,2019-03-22 15:48:02,
mrl2837hvrikfkd78x607b78,3s1rh4dgricnul21gc982fab,0,2019-03-22 17:27:13,2019-03-22 17:27:13,
bdct3ov0h049s0etl5rzgps1,sk130d039nnhpji7zcyodv79,0,2019-03-23 08:55:48,2019-03-23 08:55:48,
smfbrt8wg8f3q5120sqt6l2c,3s1rh4dgricnul21gc982fab,0,2019-03-23 09:55:58,2019-03-23 09:55:58,
ww342j8co3xjxw1mp7a8jm7s,sf1dztiasmhrxdq6f4g1fxsq,0,2019-03-23 13:04:51,2019-03-23 13:04:51,
h8jjz6w8feoawy0l2mxpedw4,3s1rh4dgricnul21gc982fab,0,2019-03-23 18:10:40,2019-03-23 18:10:40,
yh4obxclu5tshnurxzcp1dxc,gbb30n80777smjgr7k7gk9pg,0,2019-03-23 18:38:02,2019-03-23 18:38:02,
mkkyjoz9m6msbwos81q7ofu0,3s1rh4dgricnul21gc982fab,0,2019-03-23 23:18:59,2019-03-23 23:18:59,
1d1wbdufuxihpubh0vnfbddm,nfvpfsskoq6j24h2yni5ycec,0,2019-03-24 10:29:09,2019-03-24 10:29:09,
fmhyaegw49l56x9j12ndilj8,v0ztv9x3af97gbeaqk5alcnu,0,2019-03-24 15:21:14,2019-03-24 15:21:14,
arfdiifi5ofi76f4eowwumyb,3s1rh4dgricnul21gc982fab,0,2019-03-24 17:06:26,2019-03-24 17:06:26,
71aebetmj4rf79rl4zxowqer,nfvpfsskoq6j24h2yni5ycec,0,2019-03-24 17:35:20,2019-03-24 17:35:20,
gw4ejnmbeqa3a2f17rh36bvw,3s1rh4dgricnul21gc982fab,0,2019-03-25 03:53:04,2019-03-25 03:53:04,
fvsbvj5ile056x3xb63iv1jn,3s1rh4dgricnul21gc982fab,0,2019-03-25 09:32:48,2019-03-25 09:32:48,
euzzrersl6na8ss8sf20cw91,3s1rh4dgricnul21gc982fab,0,2019-03-25 09:42:32,2019-03-25 09:42:32,
ted1euaic21l6swsitkta5fw,3s1rh4dgricnul21gc982fab,0,2019-03-25 14:54:50,2019-03-25 14:54:50,
evtyhtmlgfzwka5pmpvizafa,zm261kq2ka5j2ma4vxfi8p56,0,2019-03-25 17:26:40,2019-03-25 17:26:40,
e1diar04v8kdkpbnseylth6l,3s1rh4dgricnul21gc982fab,0,2019-03-25 21:13:51,2019-03-25 21:13:51,
l8kg65agivhd1oyhb5m6a8hg,v0ztv9x3af97gbeaqk5alcnu,0,2019-03-25 22:29:48,2019-03-25 22:29:48,
zkoj2ivzj7uslzruxdnxp29c,3s1rh4dgricnul21gc982fab,0,2019-03-26 08:23:06,2019-03-26 08:23:06,
bzoqkd0ib6y9t1fwxr8hfocw,3s1rh4dgricnul21gc982fab,0,2019-03-26 10:42:16,2019-03-26 10:42:16,
0tn6h67asq7tyeggnmzda5co,3s1rh4dgricnul21gc982fab,0,2019-03-26 12:05:05,2019-03-26 12:05:05,
kr9o6a522gddrnvkw8axumh9,3s1rh4dgricnul21gc982fab,0,2019-03-26 15:56:19,2019-03-26 15:56:19,
p3wm43l0eo85e4kib3vqeb52,v0ztv9x3af97gbeaqk5alcnu,0,2019-03-26 18:31:16,2019-03-26 18:31:16,
gz9mvnajpubgywsyq0pr5kcq,7qlthep14ka7isaeo25g31l2,0,2019-03-26 23:39:36,2019-03-26 23:39:36,
61f4o873811apl7o1sdshmbq,nfvpfsskoq6j24h2yni5ycec,0,2019-03-27 09:21:01,2019-03-27 09:21:01,
896qtm2ouk9nfsgx3s3h4bls,3s1rh4dgricnul21gc982fab,0,2019-03-27 12:15:39,2019-03-27 12:15:39,
yg8qlya809huyhwkqz75eh3z,3s1rh4dgricnul21gc982fab,0,2019-03-27 13:41:17,2019-03-27 13:41:17,
wvg8nj2ql5u9l270t2vo2loc,sk130d039nnhpji7zcyodv79,0,2019-03-27 17:04:08,2019-03-27 17:04:08,
0hg1sulhdwqfz7bfqfzeof8v,3s1rh4dgricnul21gc982fab,0,2019-03-27 17:38:40,2019-03-27 17:38:40,
72yod64974ymxh2kfprvamej,aw5mat1umas69zo65jxgqjvm,0,2019-03-27 23:35:38,2019-03-27 23:35:38,
giox62ny5ld88fz1567tymr7,3s1rh4dgricnul21gc982fab,0,2019-03-28 04:11:16,2019-03-28 04:11:16,
xu6efoxd4hwcy5xlfay29jrh,gbb30n80777smjgr7k7gk9pg,0,2019-03-28 11:05:24,2019-03-28 11:05:24,
bqqsr2wkuiqefqyp3wmazg2s,v0ztv9x3af97gbeaqk5alcnu,0,2019-03-28 12:21:00,2019-03-28 12:21:00,
46br1azm4lzg0jquj308s0gu,aw5mat1umas69zo65jxgqjvm,0,2019-03-28 13:23:13,2019-03-28 13:23:13,
vdpugo7z5c74rik55q2hijh9,3s1rh4dgricnul21gc982fab,0,2019-03-28 21:20:56,2019-03-28 21:20:56,
cr603spvzewle9j3wlzt1s94,v0ztv9x3af97gbeaqk5alcnu,0,2019-03-28 23:25:14,2019-03-28 23:25:14,
sxeh8lezkvvzs78hyejie2nz,3s1rh4dgricnul21gc982fab,0,2019-03-29 06:04:34,2019-03-29 06:04:34,
9jogc6hq93gwl77xy9iezfy9,3s1rh4dgricnul21gc982fab,0,2019-03-29 06:53:00,2019-03-29 06:53:00,
g9zusgo5sisyxea6lmg5i01v,nfvpfsskoq6j24h2yni5ycec,0,2019-03-29 08:45:24,2019-03-29 08:45:24,
0i6x5d9ms8493f3yoqm1uxga,3s1rh4dgricnul21gc982fab,0,2019-03-29 10:44:29,2019-03-29 10:44:29,
ofwtsbu16zqdz0n0z2018k47,v0ztv9x3af97gbeaqk5alcnu,0,2019-03-29 14:58:01,2019-03-29 14:58:01,
rky3kas6c13vjayoz0zqxa2f,v0ztv9x3af97gbeaqk5alcnu,0,2019-03-29 15:53:52,2019-03-29 15:53:52,
p12qpjrth3rjqbl72roj6rv8,v0ztv9x3af97gbeaqk5alcnu,0,2019-03-29 19:53:51,2019-03-29 19:53:51,
ootfgm7k3o1hy7a1dtdurzj4,v0ztv9x3af97gbeaqk5alcnu,0,2019-03-30 05:11:59,2019-03-30 05:11:59,
r232o4ag2hayh80ay775c4rf,3s1rh4dgricnul21gc982fab,0,2019-03-30 08:23:08,2019-03-30 08:23:08,
2ow9di14ua5tlx8nomaufuiw,v0ztv9x3af97gbeaqk5alcnu,0,2019-03-30 15:36:12,2019-03-30 15:36:12,
lg6covg4wechhej29e4yqyxs,7qlthep14ka7isaeo25g31l2,0,2019-03-30 23:05:52,2019-03-30 23:05:52,
0df5g1fd6lq6mh3fi238hlth,v0ztv9x3af97gbeaqk5alcnu,0,2019-03-31 08:27:29,2019-03-31 08:27:29,
rfifq2069u1ybvg591f4p18k,3s1rh4dgricnul21gc982fab,0,2019-03-31 09:22:42,2019-03-31 09:22:42,
gx6orvkv4elcewbiploaeljo,sk130d039nnhpji7zcyodv79,0,2019-03-31 13:41:21,2019-03-31 13:41:21,
ilcfgg1k8b6sumlutsnv0uoy,3s1rh4dgricnul21gc982fab,0,2019-03-31 15:42:29,2019-03-31 15:42:29,
b3m2vwg10q15dqk27emmsncp,f323d60yuc20u1hwixzfjpj1,0,2019-04-01 00:16:18,2019-04-01 00:16:18,
vlvp9s9bqztyzz3ebucy9rl0,v0ztv9x3af97gbeaqk5alcnu,0,2019-04-01 09:10:22,2019-04-01 09:10:22,
muhymbxkbyypbj9ojdefl0dv,sk130d039nnhpji7zcyodv79,0,2019-04-01 09:37:53,2019-04-01 09:37:53,
1nhab2fs3cozuw6j6w35mh39,v0ztv9x3af97gbeaqk5alcnu,0,2019-04-01 10:01:03,2019-04-01 10:01:03,
ikls3xvwjmx4renh6g2m9mhm,nfvpfsskoq6j24h2yni5ycec,0,2019-04-01 14:49:39,2019-04-01 14:49:39,
ekzkxtturgg6716da9493alu,3s1rh4dgricnul21gc982fab,0,2019-04-01 16:01:59,2019-04-01 16:01:59,
78armct8fmthhnpldsoj0crj,3s1rh4dgricnul21gc982fab,0,2019-04-01 17:32:37,2019-04-01 17:32:37,
rjduio12q158xbhrgycb1x8j,3s1rh4dgricnul21gc982fab,0,2019-04-01 17:32:51,2019-04-01 17:32:51,
thhxt37sv0h1bb6x5ppwtu4s,gbb30n80777smjgr7k7gk9pg,0,2019-04-01 19:54:49,2019-04-01 19:54:49,
67fvc5s4ulzt8j1st6dzifdy,v0ztv9x3af97gbeaqk5alcnu,0,2019-04-01 22:18:19,2019-04-01 22:18:19,
npa2pm3mfpe6kivixukn5yxi,3s1rh4dgricnul21gc982fab,0,2019-04-01 22:21:15,2019-04-01 22:21:15,
vzdcrxdtfx8tbia9u5utve28,v0ztv9x3af97gbeaqk5alcnu,0,2019-04-01 23:35:31,2019-04-01 23:35:31,
n33m10u5h4szi2h3skzda2h5,f323d60yuc20u1hwixzfjpj1,0,2019-04-02 00:10:53,2019-04-02 00:10:53,
44u8jsj6zise6wgob0zdw1bc,v0ztv9x3af97gbeaqk5alcnu,0,2019-04-02 02:15:45,2019-04-02 02:15:45,
0vhxa3va0yqht438tlk0svhx,sk130d039nnhpji7zcyodv79,0,2019-04-02 07:22:48,2019-04-02 07:22:48,
6fp09ca48w71afp16o4bwwfx,3s1rh4dgricnul21gc982fab,0,2019-04-02 09:32:05,2019-04-02 09:32:05,
sz0hxjm1lp6gr15b8aum5lud,sk130d039nnhpji7zcyodv79,0,2019-04-02 10:51:38,2019-04-02 10:51:38,
jhr7innxanlk3zz1s6m5sepg,v0ztv9x3af97gbeaqk5alcnu,0,2019-04-02 12:00:33,2019-04-02 12:00:33,
bdqybd01ziz0ho4fqyrdx64r,gbb30n80777smjgr7k7gk9pg,0,2019-04-02 12:09:15,2019-04-02 12:09:15,
uey1zu5yionucezlz1dg7028,sk130d039nnhpji7zcyodv79,0,2019-04-02 16:02:46,2019-04-02 16:02:46,
lzp3rgbp5mz6uqqcrp8479b7,7qlthep14ka7isaeo25g31l2,0,2019-04-02 16:53:45,2019-04-02 16:53:45,
iktgz4yuwejsjr0p70hugadw,v0ztv9x3af97gbeaqk5alcnu,0,2019-04-02 21:32:06,2019-04-02 21:32:06,
9omtj38izuttcvs4lfws2c8i,v0ztv9x3af97gbeaqk5alcnu,0,2019-04-03 07:56:08,2019-04-03 07:56:08,
k1juuiruwpa2l01z5ss342ff,nfvpfsskoq6j24h2yni5ycec,0,2019-04-03 09:03:36,2019-04-03 09:03:36,
5uvgif9d6zrdo9lmgswg0uts,v0ztv9x3af97gbeaqk5alcnu,0,2019-04-03 12:29:37,2019-04-03 12:29:37,
oud2badb351yjog8m6qm0911,gbb30n80777smjgr7k7gk9pg,0,2019-04-03 13:16:47,2019-04-03 13:16:47,
bydlr5p0kmohgg5ntsz86b64,v0ztv9x3af97gbeaqk5alcnu,0,2019-04-03 18:53:28,2019-04-03 18:53:28,
zcqfg9czrnfpzmz87uu33wks,3s1rh4dgricnul21gc982fab,0,2019-04-04 03:43:44,2019-04-04 03:43:44,
9o72r4osvjhnv0s78p84rxw5,nfvpfsskoq6j24h2yni5ycec,0,2019-04-04 08:33:55,2019-04-04 08:33:55,
z95vx1v60nmckbmr8zkj4aao,aw5mat1umas69zo65jxgqjvm,0,2019-04-04 11:22:09,2019-04-04 11:22:09,
566a00rmm1m1ezjyfs8is76r,sf1dztiasmhrxdq6f4g1fxsq,0,2019-04-04 14:46:13,2019-04-04 14:46:13,
x8e7oq1ewiv8wiy458f1ubh4,3s1rh4dgricnul21gc982fab,0,2019-04-04 15:06:52,2019-04-04 15:06:52,
8hzqok2ue8n8ieyooapo4nii,gbb30n80777smjgr7k7gk9pg,0,2019-04-04 19:30:36,2019-04-04 19:30:36,
ij8fvk4kqqavxi0755zlsxxh,v0ztv9x3af97gbeaqk5alcnu,0,2019-04-05 02:08:50,2019-04-05 02:08:50,
wypaaw24bfl50szsji3gldwv,gbb30n80777smjgr7k7gk9pg,0,2019-04-05 06:23:36,2019-04-05 06:23:36,
dm62eauh7eaxlp343vcoqtyi,3s1rh4dgricnul21gc982fab,0,2019-04-05 08:12:23,2019-04-05 08:12:23,
b0x82cnmu5lz7i4fki1begav,3s1rh4dgricnul21gc982fab,0,2019-04-05 12:31:55,2019-04-05 12:31:55,
2n1aizzfvxtrryvkrprr7s30,sk130d039nnhpji7zcyodv79,0,2019-04-05 17:15:49,2019-04-05 17:15:49,
ndjjrhzc6fvlpchv13xxp196,7qlthep14ka7isaeo25g31l2,0,2019-04-06 08:09:45,2019-04-06 08:09:45,
